product_id,product_name,discounted_price,actual_price,discount_percentage,rating,rating_count,rating_weighted,category_1,category_2,rating_score,difference_price,neg,neu,pos,compound
B09C6H53KH,"Duracell Type-C To Micro 1.2M braided Sync & Charge Cable, USB C to Micro Fast Charge Compatible for fast data transmission (Black)",368.0,699.0,0.47,4.2,387.0,1625.4,Computers & Accessories,Accessories & Peripherals,Satisfied,331.0,0.021,0.668,0.311,0.9937
B0BB3CBFBM,VU 138 cm (55 inches) Premium Series 4K Ultra HD Smart IPS LED TV 55UT (Black),29990.0,65000.0,0.54,4.1,211.0,865.0999999999999,Electronics,"Home Theater, TV & Video",Satisfied,35010.0,0.043,0.659,0.298,0.9961
B08QSDKFGQ,"Zoul USB Type C Fast Charging 3A Nylon Braided Data Cable Quick Charger Cable QC 3.0 for Samsung Galaxy M31s M30 S10 S9 S20 Plus, Note 10 9 8, A20e A40 A50 A70 (1M, Grey)",339.0,1099.0,0.69,4.3,974.0,4188.2,Computers & Accessories,Accessories & Peripherals,Satisfied,760.0,0.04,0.495,0.465,0.9943
B08PV1X771,Samsung 80 cm (32 inches) Wondertainment Series HD Ready LED Smart TV UA32TE40AAKBXL (Titan Gray),15490.0,20900.0,0.26,4.3,16299.0,70085.7,Electronics,"Home Theater, TV & Video",Satisfied,5410.0,0.207,0.519,0.275,0.836
B07YTNKVJQ,MI Xiaomi USB Type C HYperCharge Cable 6A 100cm Sturdy and Durable Black Supports 120W HyperCharging,499.0,1299.0,0.62,4.3,30411.0,130767.29999999999,Computers & Accessories,Accessories & Peripherals,Satisfied,800.0,0.0,0.627,0.373,0.9938
B0117H7GZ6,GENERIC Ultra-Mini Bluetooth CSR 4.0 USB Dongle Adapter for Windows Computer ( Black:Golden),249.0,399.0,0.38,3.4,4642.0,15782.8,Computers & Accessories,Networking Devices,Neutral,150.0,0.062,0.786,0.152,0.9899
B09XJ1LM7R,7SEVEN® Compatible for Tata Sky Remote Original Set Top HD Box and Suitable for SD Tata Play setup Box Remote Control,399.0,799.0,0.5,4.3,12.0,51.599999999999994,Electronics,"Home Theater, TV & Video",Satisfied,400.0,0.512,0.488,0.0,-0.7425
B084N133Y7,"Belkin Apple Certified Lightning To Type C Cable, Fast Charging For Iphone, Ipad, Air Pods, 3.3 Feet (1 Meters)    White",1499.0,1999.0,0.25,4.4,1951.0,8584.400000000001,Computers & Accessories,Accessories & Peripherals,Satisfied,500.0,0.05,0.476,0.474,0.993
B088Z1YWBC,"EGate i9 Pro-Max 1080p Native Full HD Projector 4k Support | 3600 L (330 ANSI ) | 150"" (381 cm) Large Screen | VGA, AV, HDMI, SD Card, USB, Audio Out | (E03i31 / E04i32) Black",9490.0,15990.0,0.41,3.9,10480.0,40872.0,Electronics,"Home Theater, TV & Video",Neutral,6500.0,0.03,0.729,0.241,0.9997
B07VSG5SXZ,"ZEBRONICS HAA2021 HDMI version 2.1 cable with 8K @ 60Hz, 4K @ 120Hz, eARC & CEC support, 3D compatible, 2 meters length, 48Gbps max and Gold-plated connectors",637.0,1499.0,0.58,4.1,24.0,98.39999999999999,Electronics,"Home Theater, TV & Video",Satisfied,862.0,0.072,0.596,0.332,0.985
B08RWCZ6SY,7SEVEN® Compatible for Sony Bravia LCD LED UHD OLED QLED 4K Ultra HD TV remote control with YouTube and NETFLIX Hotkeys. Universal Replacement for Original Sony Smart Android tv Remote Control,399.0,899.0,0.56,3.9,254.0,990.6,Electronics,"Home Theater, TV & Video",Neutral,500.0,0.065,0.514,0.422,0.9885
B07KSB1MLX,AmazonBasics Digital Optical Coax to Analog RCA Audio Converter Adapter with Fiber Cable,1089.0,1600.0,0.32,4.0,3565.0,14260.0,Electronics,"Home Theater, TV & Video",Satisfied,511.0,0.024,0.688,0.287,0.9947
B081FG1QYX,"Wayona Type C Cable Nylon Braided USB C QC 3.0 Fast Charging Short Power Bank Cable for Samsung Galaxy S10e/S10+/S10/S9/S9+/Note 9/S8/Note 8, LG G7 G5 G6, Moto G6 G7 (0.25M, Black)",339.0,999.0,0.66,4.3,6255.0,26896.5,Computers & Accessories,Accessories & Peripherals,Satisfied,660.0,0.069,0.694,0.237,0.9952
B08R69WBN7,"Pinnaclz Original Combo of 2 USB Type C Fast Charging Cable, USB C Data Cable for Charging and Data Transfer Smart Phones White 1.2 Meter Made in India (Pack of 2)",149.0,499.0,0.7,4.0,7732.0,30928.0,Computers & Accessories,Accessories & Peripherals,Satisfied,350.0,0.052,0.518,0.43,0.9945
B0B3RHX6B6,Ambrane BCL-15 Lightning Cable for Smartphone (1.5m Black),149.0,399.0,0.63,3.9,57.0,222.29999999999998,Computers & Accessories,Accessories & Peripherals,Neutral,250.0,0.065,0.464,0.471,0.9879
B084N18QZY,"Belkin USB C to USB-C Fast Charging Type C Cable, 60W PD, 3.3 feet (1 meter) for Laptop, Personal Computer, Tablet, Smartphone - Black, USB-IF Certified",599.0,849.0,0.29,4.5,577.0,2596.5,Computers & Accessories,Accessories & Peripherals,Satisfied,250.0,0.0,0.57,0.43,0.9969
B081NHWT6Z,LOHAYA Television Remote Compatible with Samsung Smart LED/LCD/HD TV Remote Control [ Compatible for All Samsung Tv Remote Control ],299.0,1199.0,0.75,3.9,1193.0,4652.7,Electronics,"Home Theater, TV & Video",Neutral,900.0,0.043,0.5,0.457,0.9943
B07JPJJZ2H,"Wayona Nylon Braided Lightning USB Data Sync & 3A Charging Cable for iPhones, iPad Air, iPad Mini, iPod Nano and iPod Touch (3 FT Pack of 1, Grey)",399.0,1299.0,0.69,4.2,13120.0,55104.0,Computers & Accessories,Accessories & Peripherals,Satisfied,900.0,0.047,0.567,0.386,0.9938
B09JKNF147,Electvision Remote Control Compatible with Kodak/Thomson Smart led tv (Without Voice) Before Placing Order for verification Contact Our coustmer Care 7738090464,339.0,1999.0,0.83,4.0,343.0,1372.0,Electronics,"Home Theater, TV & Video",Satisfied,1660.0,0.02,0.55,0.43,0.991
B0B9959XF3,Acer 80 cm (32 inches) S Series HD Ready Android Smart LED TV AR32AR2841HDSB (Black),12499.0,22990.0,0.46,4.3,1611.0,6927.299999999999,Electronics,"Home Theater, TV & Video",Satisfied,10491.0,0.064,0.553,0.383,0.999
B09PNR6F8Q,"realme 10W Fast Charging Micro-USB Cable (Braided, Black)",249.0,399.0,0.38,4.0,6558.0,26232.0,Computers & Accessories,Accessories & Peripherals,Satisfied,150.0,0.021,0.416,0.564,0.9951
